scenario_id,objective,shortfall_cost,deficit_cost,aps_locations,num_q_positive,total_flow,status,computational_time,epicenter,severity,num_APS,base_L,redun,def_weight,short_weight
4,0,0,0,"[1, 2, 15, 21, 24]",6,91975004,2,8.842113972,33,2.321364398,5,4,3,100,1
4,0,0,0,"[1, 2, 15, 21, 24]",6,91975004,2,8.854712963,33,2.321364398,5,4,3,1000,1
4,0,0,0,"[1, 2, 13, 15, 32, 41]",7,92946538,2,8.833509922,33,2.321364398,6,3,3,1,1
4,0,0,0,"[1, 2, 13, 15, 32, 41]",7,92946538,2,8.923670053,33,2.321364398,6,3,3,100,1
4,0,0,0,"[1, 2, 13, 15, 32, 41]",7,92946538,2,8.851290226,33,2.321364398,6,3,3,1000,1
5,140597916,27000000,113597916,"[14, 24, 41]",6,18160000,2,7.819550037,4,3.091197243,3,3,3,1,1
5,11386791600,27000000,11359791600,"[14, 24, 41]",6,46335471,2,8.080710173,4,3.091197243,3,3,3,100,1
5,1.13625E+11,27000000,1.13598E+11,"[14, 24, 41]",6,69687878,2,8.146018028,4,3.091197243,3,3,3,1000,1
5,12366458,0,12366458,"[15, 20, 26, 28]",6,373808706,2,10.99450684,4,3.091197243,4,3,3,1,1
5,12366460,12366460,0,"[15, 20, 26, 28]",6,214780319,2,9.954537868,4,3.091197243,4,3,3,100,1
5,12366460,12366460,0,"[15, 20, 26, 28]",6,186711513,2,10.30281711,4,3.091197243,4,3,3,1000,1
5,0,0,0,"[15, 21, 26, 28, 34]",9,268466128,2,11.94443822,4,3.091197243,5,1,3,1,1
5,0,0,0,"[15, 21, 26, 28, 34]",8,246083349,2,11.18590593,4,3.091197243,5,1,3,100,1
5,0,0,0,"[15, 21, 26, 28, 34]",10,261611072,2,10.56115699,4,3.091197243,5,1,3,1000,1
5,0,0,0,"[15, 21, 26, 28, 34]",9,268466128,2,12.15015125,4,3.091197243,5,2,3,1,1
5,0,0,0,"[15, 21, 26, 28, 34]",8,246083349,2,11.17967391,4,3.091197243,5,2,3,100,1
5,0,0,0,"[15, 21, 26, 28, 34]",10,261611072,2,10.57992196,4,3.091197243,5,2,3,1000,1
5,0,0,0,"[15, 21, 26, 28, 34]",9,268466128,2,12.0168252,4,3.091197243,5,3,1,1,1
5,0,0,0,"[15, 21, 26, 28, 34]",8,246083349,2,11.21958995,4,3.091197243,5,3,1,100,1
5,0,0,0,"[15, 21, 26, 28, 34]",10,261611072,2,10.48349524,4,3.091197243,5,3,1,1000,1
5,0,0,0,"[15, 21, 26, 28, 34]",9,268466128,2,12.00799513,4,3.091197243,5,3,2,1,1
5,0,0,0,"[15, 21, 26, 28, 34]",8,246083349,2,11.1586411,4,3.091197243,5,3,2,100,1
5,0,0,0,"[15, 21, 26, 28, 34]",10,261611072,2,10.60463572,4,3.091197243,5,3,2,1000,1
5,0,0,0,"[15, 21, 26, 28, 34]",9,268466128,2,12.04983282,4,3.091197243,5,3,3,1,1
5,0,0,0,"[15, 21, 26, 28, 34]",8,246083349,2,11.19703031,4,3.091197243,5,3,3,100,1
5,0,0,0,"[15, 21, 26, 28, 34]",10,261611072,2,10.65190291,4,3.091197243,5,3,3,1000,1
5,0,0,0,"[15, 21, 26, 28, 34]",9,268466128,2,12.02999282,4,3.091197243,5,3,4,1,1
5,0,0,0,"[15, 21, 26, 28, 34]",8,246083349,2,11.1195848,4,3.091197243,5,3,4,100,1
5,0,0,0,"[15, 21, 26, 28, 34]",10,261611072,2,10.64738584,4,3.091197243,5,3,4,1000,1
5,0,0,0,"[15, 21, 26, 28, 34]",9,268466128,2,12.0168879,4,3.091197243,5,4,3,1,1
5,0,0,0,"[15, 21, 26, 28, 34]",8,246083349,2,11.26156282,4,3.091197243,5,4,3,100,1
5,0,0,0,"[15, 21, 26, 28, 34]",10,261611072,2,10.55029583,4,3.091197243,5,4,3,1000,1
5,0,0,0,"[3, 6, 15, 21, 26, 28]",10,393355588,2,11.79349899,4,3.091197243,6,3,3,1,1
5,0,0,0,"[3, 15, 21, 26, 28, 33]",9,361693951,2,9.653506994,4,3.091197243,6,3,3,100,1
5,0,0,0,"[3, 15, 21, 26, 28, 33]",10,350541514,2,11.6990459,4,3.091197243,6,3,3,1000,1
6,18631084,0,18631084,"[14, 24, 41]",6,89173612,2,8.59325695,31,2.483842689,3,3,3,1,1
6,18631480,18631080,400,"[14, 24, 41]",6,6690315,2,8.038130045,31,2.483842689,3,3,3,100,1
6,18631100,18631100,0,"[14, 24, 41]",6,11895345,2,8.418985128,31,2.483842689,3,3,3,1000,1
6,0,0,0,"[1, 15, 24, 41]",5,59313584,2,8.291363001,31,2.483842689,4,3,3,1,1
6,0,0,0,"[1, 15, 20, 24]",3,36431084,2,9.287688017,31,2.483842689,4,3,3,100,1
6,0,0,0,"[1, 15, 24, 41]",4,26151476,2,9.25427103,31,2.483842689,4,3,3,1000,1
6,0,0,0,"[5, 22, 24, 39, 41]",6,21788334,2,7.72334981,31,2.483842689,5,1,3,1,1
6,0,0,0,"[5, 22, 24, 39, 41]",7,20925834,2,8.0621562,31,2.483842689,5,1,3,100,1
6,0,0,0,"[5, 22, 24, 39, 41]",7,20925834,2,8.077078104,31,2.483842689,5,1,3,1000,1
6,0,0,0,"[5, 22, 24, 39, 41]",6,21788334,2,7.790916204,31,2.483842689,5,2,3,1,1
6,0,0,0,"[5, 22, 24, 39, 41]",7,20925834,2,8.080758095,31,2.483842689,5,2,3,100,1
6,0,0,0,"[5, 22, 24, 39, 41]",7,20925834,2,8.11762929,31,2.483842689,5,2,3,1000,1
6,0,0,0,"[5, 22, 24, 39, 41]",6,21788334,2,7.786204815,31,2.483842689,5,3,1,1,1
6,0,0,0,"[5, 22, 24, 39, 41]",7,20925834,2,8.050928116,31,2.483842689,5,3,1,100,1
6,0,0,0,"[5, 22, 24, 39, 41]",7,20925834,2,8.077903986,31,2.483842689,5,3,1,1000,1
6,0,0,0,"[5, 22, 24, 39, 41]",6,21788334,2,7.779828072,31,2.483842689,5,3,2,1,1
6,0,0,0,"[5, 22, 24, 39, 41]",7,20925834,2,8.068813086,31,2.483842689,5,3,2,100,1
6,0,0,0,"[5, 22, 24, 39, 41]",7,20925834,2,8.123830795,31,2.483842689,5,3,2,1000,1
6,0,0,0,"[5, 22, 24, 39, 41]",6,21788334,2,7.723040104,31,2.483842689,5,3,3,1,1
6,0,0,0,"[5, 22, 24, 39, 41]",7,20925834,2,8.054301977,31,2.483842689,5,3,3,100,1
6,0,0,0,"[5, 22, 24, 39, 41]",7,20925834,2,8.129914999,31,2.483842689,5,3,3,1000,1
6,0,0,0,"[5, 22, 24, 39, 41]",6,21788334,2,7.699805975,31,2.483842689,5,3,4,1,1
6,0,0,0,"[5, 22, 24, 39, 41]",7,20925834,2,8.063581944,31,2.483842689,5,3,4,100,1
6,0,0,0,"[5, 22, 24, 39, 41]",7,20925834,2,8.163680077,31,2.483842689,5,3,4,1000,1
6,0,0,0,"[5, 22, 24, 39, 41]",6,21788334,2,7.770253181,31,2.483842689,5,4,3,1,1
6,0,0,0,"[5, 22, 24, 39, 41]",7,20925834,2,8.087669134,31,2.483842689,5,4,3,100,1
6,0,0,0,"[5, 22, 24, 39, 41]",7,20925834,2,8.07694006,31,2.483842689,5,4,3,1000,1
6,0,0,0,"[1, 6, 15, 22, 33, 41]",8,11351084,2,7.918786049,31,2.483842689,6,3,3,1,1
6,0,0,0,"[1, 6, 15, 22, 33, 41]",8,11351084,2,7.951146841,31,2.483842689,6,3,3,100,1
6,0,0,0,"[1, 6, 15, 22, 33, 41]",8,11351084,2,7.951523781,31,2.483842689,6,3,3,1000,1
7,375063864,0,375063864,"[14, 24, 41]",6,149695149,2,7.702898979,1,3.169638299,3,3,3,1,1
7,34833386400,27000000,34806386400,"[14, 24, 41]",6,224258598,2,8.584746122,1,3.169638299,3,3,3,100,1
7,3.48091E+11,27000000,3.48064E+11,"[14, 24, 41]",6,153430349,2,7.945832968,1,3.169638299,3,3,3,1000,1
7,208144119,0,208144119,"[15, 20, 26, 28]",7,479392790,2,11.11313677,1,3.169638299,4,3,3,1,1
7,19477911900,13500000,19464411900,"[15, 20, 26, 28]",7,267733543,2,9.248030901,1,3.169638299,4,3,3,100,1
7,1.94658E+11,13500000,1.94644E+11,"[15, 20, 26, 28]",8,332156095,2,9.296643019,1,3.169638299,4,3,3,1000,1
7,174479119,0,174479119,"[15, 20, 26, 28, 33]",9,491418102,2,9.385719061,1,3.169638299,5,1,3,1,1
7,16111411900,13500000,16097911900,"[15, 20, 26, 28, 33]",7,489919745,2,10.38681388,1,3.169638299,5,1,3,100,1
7,1.60993E+11,13500000,1.60979E+11,"[15, 20, 26, 28, 33]",9,312285829,2,9.834918976,1,3.169638299,5,1,3,1000,1
7,174479119,0,174479119,"[15, 20, 26, 28, 33]",9,491418102,2,9.398437738,1,3.169638299,5,2,3,1,1
7,16111411900,13500000,16097911900,"[15, 20, 26, 28, 33]",7,489919745,2,10.36296892,1,3.169638299,5,2,3,100,1
7,1.60993E+11,13500000,1.60979E+11,"[15, 20, 26, 28, 33]",9,312285829,2,9.896204948,1,3.169638299,5,2,3,1000,1
7,174479119,0,174479119,"[15, 20, 26, 28, 33]",9,491418102,2,9.377445936,1,3.169638299,5,3,1,1,1
7,16111411900,13500000,16097911900,"[15, 20, 26, 28, 33]",7,489919745,2,10.28267908,1,3.169638299,5,3,1,100,1
7,1.60993E+11,13500000,1.60979E+11,"[15, 20, 26, 28, 33]",9,312285829,2,9.750096083,1,3.169638299,5,3,1,1000,1
7,174479119,0,174479119,"[15, 20, 26, 28, 33]",9,491418102,2,9.381342888,1,3.169638299,5,3,2,1,1
7,16111411900,13500000,16097911900,"[15, 20, 26, 28, 33]",7,489919745,2,10.24990988,1,3.169638299,5,3,2,100,1
7,1.60993E+11,13500000,1.60979E+11,"[15, 20, 26, 28, 33]",9,312285829,2,9.811001062,1,3.169638299,5,3,2,1000,1
7,174479119,0,174479119,"[15, 20, 26, 28, 33]",9,491418102,2,9.450320959,1,3.169638299,5,3,3,1,1
7,16111411900,13500000,16097911900,"[15, 20, 26, 28, 33]",7,489919745,2,10.42565989,1,3.169638299,5,3,3,100,1
