scenario_id,objective,aps_locations,num_q_positive,num_initial_inventory,total_flow,status,q,q_full,initial_inventory,w_full,flow_summary
35,2598688839.484306,"[6, 7, 8, 10]",8,8,3750.0,2,"{(6, 'food'): 10000.0, (6, 'water'): 10000.0, (7, 'food'): 10000.0, (7, 'water'): 10000.0, (8, 'food'): 10000.0, (8, 'water'): 10000.0, (10, 'food'): 10000.0, (10, 'water'): 10000.0}","{(6, 'food'): 10000.0, (6, 'water'): 10000.0, (7, 'food'): 10000.0, (7, 'water'): 10000.0, (8, 'food'): 10000.0, (8, 'water'): 10000.0, (10, 'food'): 10000.0, (10, 'water'): 10000.0}","{(6, 'food'): 10000.0, (6, 'water'): 10000.0, (7, 'food'): 10000.0, (7, 'water'): 10000.0, (8, 'food'): 10000.0, (8, 'water'): 10000.0, (10, 'food'): 10000.0, (10, 'water'): 10000.0}","{(6, 'food', 0): 10000.0, (6, 'food', 1): 5000.0, (6, 'food', 2): 2500.0, (6, 'food', 3): 1250.0, (6, 'food', 4): 625.0, (6, 'food', 5): 0.0, (6, 'water', 0): 10000.0, (6, 'water', 1): 5000.0, (6, 'water', 2): 2500.0, (6, 'water', 3): 1250.0, (6, 'water', 4): 625.0, (6, 'water', 5): 0.0, (7, 'food', 0): 10000.0, (7, 'food', 1): 5000.0, (7, 'food', 2): 2500.0, (7, 'food', 3): 1250.0, (7, 'food', 4): 625.0, (7, 'food', 5): 0.0, (7, 'water', 0): 10000.0, (7, 'water', 1): 5000.0, (7, 'water', 2): 2500.0, (7, 'water', 3): 1250.0, (7, 'water', 4): 625.0, (7, 'water', 5): 0.0, (8, 'food', 0): 10000.0, (8, 'food', 1): 5000.0, (8, 'food', 2): 2500.0, (8, 'food', 3): 1250.0, (8, 'food', 4): 625.0, (8, 'food', 5): 937.5, (8, 'water', 0): 10000.0, (8, 'water', 1): 5000.0, (8, 'water', 2): 2500.0, (8, 'water', 3): 1250.0, (8, 'water', 4): 625.0, (8, 'water', 5): 937.5, (10, 'food', 0): 10000.0, (10, 'food', 1): 5000.0, (10, 'food', 2): 2500.0, (10, 'food', 3): 1250.0, (10, 'food', 4): 625.0, (10, 'food', 5): 312.5, (10, 'water', 0): 10000.0, (10, 'water', 1): 5000.0, (10, 'water', 2): 2500.0, (10, 'water', 3): 1250.0, (10, 'water', 4): 625.0, (10, 'water', 5): 312.5}","{(6, 7): 1250.0, (7, 8): 2500.0}"
36,2515710966.4870844,"[6, 7, 10]",6,6,7500.0,2,"{(6, 'food'): 10000.0, (6, 'water'): 10000.0, (7, 'food'): 10000.0, (7, 'water'): 10000.0, (10, 'food'): 10000.0, (10, 'water'): 10000.0}","{(6, 'food'): 10000.0, (6, 'water'): 10000.0, (7, 'food'): 10000.0, (7, 'water'): 10000.0, (10, 'food'): 10000.0, (10, 'water'): 10000.0}","{(6, 'food'): 10000.0, (6, 'water'): 10000.0, (7, 'food'): 10000.0, (7, 'water'): 10000.0, (10, 'food'): 10000.0, (10, 'water'): 10000.0}","{(6, 'food', 0): 10000.0, (6, 'food', 1): 5000.0, (6, 'food', 2): 2500.0, (6, 'food', 3): 1250.0, (6, 'food', 4): 0.0, (6, 'food', 5): 0.0, (6, 'water', 0): 10000.0, (6, 'water', 1): 5000.0, (6, 'water', 2): 2500.0, (6, 'water', 3): 1250.0, (6, 'water', 4): 0.0, (6, 'water', 5): 0.0, (7, 'food', 0): 10000.0, (7, 'food', 1): 5000.0, (7, 'food', 2): 2500.0, (7, 'food', 3): 0.0, (7, 'food', 4): 0.0, (7, 'food', 5): 0.0, (7, 'water', 0): 10000.0, (7, 'water', 1): 5000.0, (7, 'water', 2): 2500.0, (7, 'water', 3): 0.0, (7, 'water', 4): 0.0, (7, 'water', 5): 0.0, (10, 'food', 0): 10000.0, (10, 'food', 1): 5000.0, (10, 'food', 2): 2500.0, (10, 'food', 3): 2500.0, (10, 'food', 4): 1875.0, (10, 'food', 5): 937.5, (10, 'water', 0): 10000.0, (10, 'water', 1): 5000.0, (10, 'water', 2): 2500.0, (10, 'water', 3): 2500.0, (10, 'water', 4): 1875.0, (10, 'water', 5): 937.5}","{(6, 10): 2500.0, (7, 10): 5000.0}"
37,3062556440.551326,"[6, 7, 8, 10]",8,8,3750.0,2,"{(6, 'food'): 10000.0, (6, 'water'): 10000.0, (7, 'food'): 10000.0, (7, 'water'): 10000.0, (8, 'food'): 10000.0, (8, 'water'): 10000.0, (10, 'food'): 10000.0, (10, 'water'): 10000.0}","{(6, 'food'): 10000.0, (6, 'water'): 10000.0, (7, 'food'): 10000.0, (7, 'water'): 10000.0, (8, 'food'): 10000.0, (8, 'water'): 10000.0, (10, 'food'): 10000.0, (10, 'water'): 10000.0}","{(6, 'food'): 10000.0, (6, 'water'): 10000.0, (7, 'food'): 10000.0, (7, 'water'): 10000.0, (8, 'food'): 10000.0, (8, 'water'): 10000.0, (10, 'food'): 10000.0, (10, 'water'): 10000.0}","{(6, 'food', 0): 10000.0, (6, 'food', 1): 5000.0, (6, 'food', 2): 2500.0, (6, 'food', 3): 1250.0, (6, 'food', 4): 625.0, (6, 'food', 5): 0.0, (6, 'water', 0): 10000.0, (6, 'water', 1): 5000.0, (6, 'water', 2): 2500.0, (6, 'water', 3): 1250.0, (6, 'water', 4): 625.0, (6, 'water', 5): 0.0, (7, 'food', 0): 10000.0, (7, 'food', 1): 5000.0, (7, 'food', 2): 2500.0, (7, 'food', 3): 1250.0, (7, 'food', 4): 625.0, (7, 'food', 5): 0.0, (7, 'water', 0): 10000.0, (7, 'water', 1): 5000.0, (7, 'water', 2): 2500.0, (7, 'water', 3): 1250.0, (7, 'water', 4): 625.0, (7, 'water', 5): 0.0, (8, 'food', 0): 10000.0, (8, 'food', 1): 5000.0, (8, 'food', 2): 2500.0, (8, 'food', 3): 1250.0, (8, 'food', 4): 625.0, (8, 'food', 5): 937.5, (8, 'water', 0): 10000.0, (8, 'water', 1): 5000.0, (8, 'water', 2): 2500.0, (8, 'water', 3): 1250.0, (8, 'water', 4): 625.0, (8, 'water', 5): 937.5, (10, 'food', 0): 10000.0, (10, 'food', 1): 5000.0, (10, 'food', 2): 2500.0, (10, 'food', 3): 1250.0, (10, 'food', 4): 625.0, (10, 'food', 5): 312.5, (10, 'water', 0): 10000.0, (10, 'water', 1): 5000.0, (10, 'water', 2): 2500.0, (10, 'water', 3): 1250.0, (10, 'water', 4): 625.0, (10, 'water', 5): 312.5}","{(6, 7): 1250.0, (7, 8): 2500.0}"
38,32460340.815995473,"[16, 17, 18]",6,6,13740.0,2,"{(16, 'food'): 10000.0, (16, 'water'): 10000.0, (17, 'food'): 10000.0, (17, 'water'): 10000.0, (18, 'food'): 10000.0, (18, 'water'): 10000.0}","{(16, 'food'): 10000.0, (16, 'water'): 10000.0, (17, 'food'): 10000.0, (17, 'water'): 10000.0, (18, 'food'): 10000.0, (18, 'water'): 10000.0}","{(16, 'food'): 10000.0, (16, 'water'): 10000.0, (17, 'food'): 10000.0, (17, 'water'): 10000.0, (18, 'food'): 10000.0, (18, 'water'): 10000.0}","{(16, 'food', 0): 10000.0, (16, 'food', 1): 5.333333333333333, (16, 'food', 2): 2.6666666666666665, (16, 'food', 3): 1.3333333333333333, (16, 'food', 4): 0.6666666666666666, (16, 'food', 5): 0.0, (16, 'water', 0): 10000.0, (16, 'water', 1): 5000.0, (16, 'water', 2): 2500.0, (16, 'water', 3): 1250.0, (16, 'water', 4): 0.0, (16, 'water', 5): 0.0, (17, 'food', 0): 10000.0, (17, 'food', 1): 5000.0, (17, 'food', 2): 2500.0, (17, 'food', 3): 1250.0, (17, 'food', 4): 625.0, (17, 'food', 5): 312.8333333333333, (17, 'water', 0): 10000.0, (17, 'water', 1): 5000.0, (17, 'water', 2): 2500.0, (17, 'water', 3): 0.0, (17, 'water', 4): 0.0, (17, 'water', 5): 0.0, (18, 'food', 0): 10000.0, (18, 'food', 1): 9994.666666666666, (18, 'food', 2): 4997.333333333333, (18, 'food', 3): 2498.6666666666665, (18, 'food', 4): 1249.3333333333333, (18, 'food', 5): 624.6666666666666, (18, 'water', 0): 10000.0, (18, 'water', 1): 5000.0, (18, 'water', 2): 2500.0, (18, 'water', 3): 2500.0, (18, 'water', 4): 1875.0, (18, 'water', 5): 937.5}","{(16, 17): 0.6666666666666666, (16, 18): 11239.333333333334, (17, 18): 2500.0}"
39,4113305677.8983755,[],0,0,0.0,2,{},"{(25, 'food'): 0.0, (25, 'water'): 0.0, (26, 'food'): 0.0, (26, 'water'): 0.0, (27, 'food'): 0.0, (27, 'water'): 0.0, (30, 'food'): 0.0, (30, 'water'): 0.0, (31, 'food'): 0.0, (31, 'water'): 0.0, (38, 'food'): 0.0, (38, 'water'): 0.0}",{},"{(25, 'food', 0): 0.0, (25, 'food', 1): 0.0, (25, 'food', 2): 0.0, (25, 'food', 3): 0.0, (25, 'food', 4): 0.0, (25, 'food', 5): 0.0, (25, 'water', 0): 0.0, (25, 'water', 1): 0.0, (25, 'water', 2): 0.0, (25, 'water', 3): 0.0, (25, 'water', 4): 0.0, (25, 'water', 5): 0.0, (26, 'food', 0): 0.0, (26, 'food', 1): 0.0, (26, 'food', 2): 0.0, (26, 'food', 3): 0.0, (26, 'food', 4): 0.0, (26, 'food', 5): 0.0, (26, 'water', 0): 0.0, (26, 'water', 1): 0.0, (26, 'water', 2): 0.0, (26, 'water', 3): 0.0, (26, 'water', 4): 0.0, (26, 'water', 5): 0.0, (27, 'food', 0): 0.0, (27, 'food', 1): 0.0, (27, 'food', 2): 0.0, (27, 'food', 3): 0.0, (27, 'food', 4): 0.0, (27, 'food', 5): 0.0, (27, 'water', 0): 0.0, (27, 'water', 1): 0.0, (27, 'water', 2): 0.0, (27, 'water', 3): 0.0, (27, 'water', 4): 0.0, (27, 'water', 5): 0.0, (30, 'food', 0): 0.0, (30, 'food', 1): 0.0, (30, 'food', 2): 0.0, (30, 'food', 3): 0.0, (30, 'food', 4): 0.0, (30, 'food', 5): 0.0, (30, 'water', 0): 0.0, (30, 'water', 1): 0.0, (30, 'water', 2): 0.0, (30, 'water', 3): 0.0, (30, 'water', 4): 0.0, (30, 'water', 5): 0.0, (31, 'food', 0): 0.0, (31, 'food', 1): 0.0, (31, 'food', 2): 0.0, (31, 'food', 3): 0.0, (31, 'food', 4): 0.0, (31, 'food', 5): 0.0, (31, 'water', 0): 0.0, (31, 'water', 1): 0.0, (31, 'water', 2): 0.0, (31, 'water', 3): 0.0, (31, 'water', 4): 0.0, (31, 'water', 5): 0.0, (38, 'food', 0): 0.0, (38, 'food', 1): 0.0, (38, 'food', 2): 0.0, (38, 'food', 3): 0.0, (38, 'food', 4): 0.0, (38, 'food', 5): 0.0, (38, 'water', 0): 0.0, (38, 'water', 1): 0.0, (38, 'water', 2): 0.0, (38, 'water', 3): 0.0, (38, 'water', 4): 0.0, (38, 'water', 5): 0.0}",{}
40,2111947229.469195,"[28, 29, 30, 32, 39]",10,10,12489.677419354837,2,"{(28, 'food'): 10000.0, (28, 'water'): 10000.0, (29, 'food'): 10000.0, (29, 'water'): 10000.0, (30, 'food'): 10000.0, (30, 'water'): 10000.0, (32, 'food'): 10000.0, (32, 'water'): 10000.0, (39, 'food'): 10000.0, (39, 'water'): 10000.0}","{(28, 'food'): 10000.0, (28, 'water'): 10000.0, (29, 'food'): 10000.0, (29, 'water'): 10000.0, (30, 'food'): 10000.0, (30, 'water'): 10000.0, (31, 'food'): 0.0, (31, 'water'): 0.0, (32, 'food'): 10000.0, (32, 'water'): 10000.0, (39, 'food'): 10000.0, (39, 'water'): 10000.0}","{(28, 'food'): 10000.0, (28, 'water'): 10000.0, (29, 'food'): 10000.0, (29, 'water'): 10000.0, (30, 'food'): 10000.0, (30, 'water'): 10000.0, (32, 'food'): 10000.0, (32, 'water'): 10000.0, (39, 'food'): 10000.0, (39, 'water'): 10000.0}","{(28, 'food', 0): 10000.0, (28, 'food', 1): 5000.0, (28, 'food', 2): 2500.0, (28, 'food', 3): 1250.0, (28, 'food', 4): 625.0, (28, 'food', 5): 312.5, (28, 'water', 0): 10000.0, (28, 'water', 1): 5000.0, (28, 'water', 2): 2500.0, (28, 'water', 3): 1250.0, (28, 'water', 4): 625.0, (28, 'water', 5): 312.5, (29, 'food', 0): 10000.0, (29, 'food', 1): 5000.0, (29, 'food', 2): 2500.0, (29, 'food', 3): 1250.0, (29, 'food', 4): 0.0, (29, 'food', 5): 0.0, (29, 'water', 0): 10000.0, (29, 'water', 1): 5.161290322580645, (29, 'water', 2): 2.5806451612903225, (29, 'water', 3): 1.2903225806451613, (29, 'water', 4): 0.6451612903225806, (29, 'water', 5): 0.3225806451612903, (30, 'food', 0): 10000.0, (30, 'food', 1): 5000.0, (30, 'food', 2): 2500.0, (30, 'food', 3): 1250.0, (30, 'food', 4): 625.0, (30, 'food', 5): 312.5, (30, 'water', 0): 10000.0, (30, 'water', 1): 5000.0, (30, 'water', 2): 2500.0, (30, 'water', 3): 1250.0, (30, 'water', 4): 625.0, (30, 'water', 5): 312.5, (31, 'food', 0): 0.0, (31, 'food', 1): 0.0, (31, 'food', 2): 0.0, (31, 'food', 3): 0.0, (31, 'food', 4): 625.0, (31, 'food', 5): 312.5, (31, 'water', 0): 0.0, (31, 'water', 1): 5.161290322580645, (31, 'water', 2): 2.5806451612903225, (31, 'water', 3): 1.2903225806451613, (31, 'water', 4): 0.6451612903225806, (31, 'water', 5): 0.3225806451612903, (32, 'food', 0): 10000.0, (32, 'food', 1): 5000.0, (32, 'food', 2): 2500.0, (32, 'food', 3): 1250.0, (32, 'food', 4): 0.0, (32, 'food', 5): 0.0, (32, 'water', 0): 10000.0, (32, 'water', 1): 5000.0, (32, 'water', 2): 2500.0, (32, 'water', 3): 1250.0, (32, 'water', 4): 625.0, (32, 'water', 5): 312.5, (39, 'food', 0): 10000.0, (39, 'food', 1): 5000.0, (39, 'food', 2): 2500.0, (39, 'food', 3): 1250.0, (39, 'food', 4): 1250.0, (39, 'food', 5): 625.0, (39, 'water', 0): 10000.0, (39, 'water', 1): 9989.677419354837, (39, 'water', 2): 4994.838709677419, (39, 'water', 3): 2497.4193548387093, (39, 'water', 4): 1248.7096774193546, (39, 'water', 5): 624.3548387096773}","{(29, 31): 1260.3225806451612, (29, 39): 9979.354838709676, (32, 39): 1250.0}"
41,3543731276.1066146,"[25, 26, 27, 31, 38]",10,10,2510.3225806451615,2,"{(25, 'food'): 10000.0, (25, 'water'): 10000.0, (26, 'food'): 10000.0, (26, 'water'): 10000.0, (27, 'food'): 10000.0, (27, 'water'): 10000.0, (31, 'food'): 10000.0, (31, 'water'): 10000.0, (38, 'food'): 10000.0, (38, 'water'): 10000.0}","{(25, 'food'): 10000.0, (25, 'water'): 10000.0, (26, 'food'): 10000.0, (26, 'water'): 10000.0, (27, 'food'): 10000.0, (27, 'water'): 10000.0, (30, 'food'): 0.0, (30, 'water'): 0.0, (31, 'food'): 10000.0, (31, 'water'): 10000.0, (38, 'food'): 10000.0, (38, 'water'): 10000.0}","{(25, 'food'): 10000.0, (25, 'water'): 10000.0, (26, 'food'): 10000.0, (26, 'water'): 10000.0, (27, 'food'): 10000.0, (27, 'water'): 10000.0, (31, 'food'): 10000.0, (31, 'water'): 10000.0, (38, 'food'): 10000.0, (38, 'water'): 10000.0}","{(25, 'food', 0): 10000.0, (25, 'food', 1): 5000.0, (25, 'food', 2): 2500.0, (25, 'food', 3): 1250.0, (25, 'food', 4): 625.0, (25, 'food', 5): 312.5, (25, 'water', 0): 10000.0, (25, 'water', 1): 5000.0, (25, 'water', 2): 2500.0, (25, 'water', 3): 1250.0, (25, 'water', 4): 625.0, (25, 'water', 5): 312.5, (26, 'food', 0): 10000.0, (26, 'food', 1): 5000.0, (26, 'food', 2): 2500.0, (26, 'food', 3): 1250.0, (26, 'food', 4): 625.0, (26, 'food', 5): 312.5, (26, 'water', 0): 10000.0, (26, 'water', 1): 5000.0, (26, 'water', 2): 2500.0, (26, 'water', 3): 1250.0, (26, 'water', 4): 625.0, (26, 'water', 5): 312.5, (27, 'food', 0): 10000.0, (27, 'food', 1): 4994.8387096774195, (27, 'food', 2): 2497.4193548387098, (27, 'food', 3): 1248.7096774193549, (27, 'food', 4): 624.3548387096774, (27, 'food', 5): 312.1774193548387, (27, 'water', 0): 10000.0, (27, 'water', 1): 5000.0, (27, 'water', 2): 2500.0, (27, 'water', 3): 0.0, (27, 'water', 4): 0.0, (27, 'water', 5): 0.0, (30, 'food', 0): 0.0, (30, 'food', 1): 5.161290322580645, (30, 'food', 2): 2.5806451612903225, (30, 'food', 3): 1.2903225806451613, (30, 'food', 4): 0.6451612903225806, (30, 'food', 5): 0.3225806451612903, (30, 'water', 0): 0.0, (30, 'water', 1): 0.0, (30, 'water', 2): 0.0, (30, 'water', 3): 1250.0, (30, 'water', 4): 625.0, (30, 'water', 5): 312.5, (31, 'food', 0): 10000.0, (31, 'food', 1): 5000.0, (31, 'food', 2): 2500.0, (31, 'food', 3): 1250.0, (31, 'food', 4): 625.0, (31, 'food', 5): 312.5, (31, 'water', 0): 10000.0, (31, 'water', 1): 5000.0, (31, 'water', 2): 2500.0, (31, 'water', 3): 1250.0, (31, 'water', 4): 625.0, (31, 'water', 5): 312.5, (38, 'food', 0): 10000.0, (38, 'food', 1): 5000.0, (38, 'food', 2): 2500.0, (38, 'food', 3): 1250.0, (38, 'food', 4): 625.0, (38, 'food', 5): 312.5, (38, 'water', 0): 10000.0, (38, 'water', 1): 5000.0, (38, 'water', 2): 2500.0, (38, 'water', 3): 1250.0, (38, 'water', 4): 625.0, (38, 'water', 5): 312.5}","{(27, 30): 2510.3225806451615}"
42,25810090.063630164,"[16, 17, 18]",6,6,8750.0,2,"{(16, 'food'): 10000.0, (16, 'water'): 10000.0, (17, 'food'): 10000.0, (17, 'water'): 10000.0, (18, 'food'): 10000.0, (18, 'water'): 10000.0}","{(16, 'food'): 10000.0, (16, 'water'): 10000.0, (17, 'food'): 10000.0, (17, 'water'): 10000.0, (18, 'food'): 10000.0, (18, 'water'): 10000.0}","{(16, 'food'): 10000.0, (16, 'water'): 10000.0, (17, 'food'): 10000.0, (17, 'water'): 10000.0, (18, 'food'): 10000.0, (18, 'water'): 10000.0}","{(16, 'food', 0): 10000.0, (16, 'food', 1): 5000.0, (16, 'food', 2): 2500.0, (16, 'food', 3): 1250.0, (16, 'food', 4): 0.0, (16, 'food', 5): 0.0, (16, 'water', 0): 10000.0, (16, 'water', 1): 5000.0, (16, 'water', 2): 2500.0, (16, 'water', 3): 0.0, (16, 'water', 4): 0.0, (16, 'water', 5): 0.0, (17, 'food', 0): 10000.0, (17, 'food', 1): 5000.0, (17, 'food', 2): 2500.0, (17, 'food', 3): 1250.0, (17, 'food', 4): 1250.0, (17, 'food', 5): 625.0, (17, 'water', 0): 10000.0, (17, 'water', 1): 5000.0, (17, 'water', 2): 0.0, (17, 'water', 3): 0.0, (17, 'water', 4): 0.0, (17, 'water', 5): 0.0, (18, 'food', 0): 10000.0, (18, 'food', 1): 5000.0, (18, 'food', 2): 2500.0, (18, 'food', 3): 1250.0, (18, 'food', 4): 625.0, (18, 'food', 5): 312.5, (18, 'water', 0): 10000.0, (18, 'water', 1): 5000.0, (18, 'water', 2): 5000.0, (18, 'water', 3): 3750.0, (18, 'water', 4): 1875.0, (18, 'water', 5): 937.5}","{(16, 17): 1250.0, (16, 18): 2500.0, (17, 18): 5000.0}"
43,3598281173.917147,"[28, 29, 32, 39]",8,8,3750.0,2,"{(28, 'food'): 10000.0, (28, 'water'): 10000.0, (29, 'food'): 10000.0, (29, 'water'): 10000.0, (32, 'food'): 10000.0, (32, 'water'): 10000.0, (39, 'food'): 10000.0, (39, 'water'): 10000.0}","{(28, 'food'): 10000.0, (28, 'water'): 10000.0, (29, 'food'): 10000.0, (29, 'water'): 10000.0, (32, 'food'): 10000.0, (32, 'water'): 10000.0, (39, 'food'): 10000.0, (39, 'water'): 10000.0}","{(28, 'food'): 10000.0, (28, 'water'): 10000.0, (29, 'food'): 10000.0, (29, 'water'): 10000.0, (32, 'food'): 10000.0, (32, 'water'): 10000.0, (39, 'food'): 10000.0, (39, 'water'): 10000.0}","{(28, 'food', 0): 10000.0, (28, 'food', 1): 5000.0, (28, 'food', 2): 2500.0, (28, 'food', 3): 1250.0, (28, 'food', 4): 625.0, (28, 'food', 5): 0.0, (28, 'water', 0): 10000.0, (28, 'water', 1): 5000.0, (28, 'water', 2): 2500.0, (28, 'water', 3): 1250.0, (28, 'water', 4): 625.0, (28, 'water', 5): 0.0, (29, 'food', 0): 10000.0, (29, 'food', 1): 5000.0, (29, 'food', 2): 2500.0, (29, 'food', 3): 1250.0, (29, 'food', 4): 625.0, (29, 'food', 5): 0.0, (29, 'water', 0): 10000.0, (29, 'water', 1): 5000.0, (29, 'water', 2): 2500.0, (29, 'water', 3): 1250.0, (29, 'water', 4): 625.0, (29, 'water', 5): 0.0, (32, 'food', 0): 10000.0, (32, 'food', 1): 5000.0, (32, 'food', 2): 2500.0, (32, 'food', 3): 1250.0, (32, 'food', 4): 625.0, (32, 'food', 5): 937.5, (32, 'water', 0): 10000.0, (32, 'water', 1): 5000.0, (32, 'water', 2): 2500.0, (32, 'water', 3): 1250.0, (32, 'water', 4): 625.0, (32, 'water', 5): 937.5, (39, 'food', 0): 10000.0, (39, 'food', 1): 5000.0, (39, 'food', 2): 2500.0, (39, 'food', 3): 1250.0, (39, 'food', 4): 625.0, (39, 'food', 5): 312.5, (39, 'water', 0): 10000.0, (39, 'water', 1): 5000.0, (39, 'water', 2): 2500.0, (39, 'water', 3): 1250.0, (39, 'water', 4): 625.0, (39, 'water', 5): 312.5}","{(28, 29): 1250.0, (29, 32): 2500.0}"
44,29394183.26305342,"[13, 16, 17, 18]",8,8,9989.677419354839,2,"{(13, 'food'): 10000.0, (13, 'water'): 10000.0, (16, 'food'): 10000.0, (16, 'water'): 10000.0, (17, 'food'): 10000.0, (17, 'water'): 10000.0, (18, 'food'): 10000.0, (18, 'water'): 10000.0}","{(13, 'food'): 10000.0, (13, 'water'): 10000.0, (16, 'food'): 10000.0, (16, 'water'): 10000.0, (17, 'food'): 10000.0, (17, 'water'): 10000.0, (18, 'food'): 10000.0, (18, 'water'): 10000.0}","{(13, 'food'): 10000.0, (13, 'water'): 10000.0, (16, 'food'): 10000.0, (16, 'water'): 10000.0, (17, 'food'): 10000.0, (17, 'water'): 10000.0, (18, 'food'): 10000.0, (18, 'water'): 10000.0}","{(13, 'food', 0): 10000.0, (13, 'food', 1): 5000.0, (13, 'food', 2): 2500.0, (13, 'food', 3): 1250.0, (13, 'food', 4): 625.0, (13, 'food', 5): 312.5, (13, 'water', 0): 10000.0, (13, 'water', 1): 5000.0, (13, 'water', 2): 2500.0, (13, 'water', 3): 1250.0, (13, 'water', 4): 625.0, (13, 'water', 5): 312.5, (16, 'food', 0): 10000.0, (16, 'food', 1): 5.161290322580645, (16, 'food', 2): 2.5806451612903225, (16, 'food', 3): 1.2903225806451613, (16, 'food', 4): 0.6451612903225806, (16, 'food', 5): 0.3225806451612903, (16, 'water', 0): 10000.0, (16, 'water', 1): 5000.0, (16, 'water', 2): 2500.0, (16, 'water', 3): 1250.0, (16, 'water', 4): 625.0, (16, 'water', 5): 312.5, (17, 'food', 0): 10000.0, (17, 'food', 1): 9994.83870967742, (17, 'food', 2): 4997.419354838709, (17, 'food', 3): 2498.7096774193546, (17, 'food', 4): 1249.3548387096773, (17, 'food', 5): 624.6774193548387, (17, 'water', 0): 10000.0, (17, 'water', 1): 5000.0, (17, 'water', 2): 2500.0, (17, 'water', 3): 1250.0, (17, 'water', 4): 625.0, (17, 'water', 5): 312.5, (18, 'food', 0): 10000.0, (18, 'food', 1): 5000.0, (18, 'food', 2): 2500.0, (18, 'food', 3): 1250.0, (18, 'food', 4): 625.0, (18, 'food', 5): 312.5, (18, 'water', 0): 10000.0, (18, 'water', 1): 5000.0, (18, 'water', 2): 2500.0, (18, 'water', 3): 1250.0, (18, 'water', 4): 625.0, (18, 'water', 5): 312.5}","{(16, 17): 9989.677419354839}"
